,名称,图画信息,图画标签,图片信息
871,林亭清话图扇面11,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 水墨,纸本 尺寸： 20.3 x55.9cm 收藏地点： 大都会艺术博物馆",中国扇面花鸟画 山石 枯树,
872,晋爵图卷,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 风俗画,人物画 材质： 绢画,水墨 尺寸： 24.2*235cm 收藏地点： 故宫博物院",中国文人画 人物 孩童 托盘 壶 茶杯 花瓶 花 侍从,绢本，设色，纵24.2cm，横235cm。图上描绘了19位人物，其中的17位面向左行礼，向画卷左端的红袍男子恭贺加官晋爵。此图布局讲究，宾主分明，设色匀净淡雅，卷尾主人公身着红袍，格外醒目。图中细致描绘了人们的衣着、动作、神态，表现出人们喜悦的内心世界。陈洪绶早年曾致力于谋取功
873,江皋飞雪图立轴,创作者： 蓝瑛 风格流派： 武林派 所属时期： 明代 题材： 山水画 材质： 绢画 尺寸： 148x46.7cm 收藏地点： 天津博物馆,山水作品 蓝瑛作品 文人山水 笔墨精致 茅屋 高士 远山 河水,"绢本，设色，,46x148cm，天津博物馆藏。绘江边飞雪之景。远处山色空蒙，江面宽广平静，江岸边松柏粗壮苍翠；江皋处建一茅屋，一人独坐其中，神态安祥，专注凝视着外面的风雪景色。题款：江皋飞雪，东郭老农蓝瑛，画于西湖舟中。"
874,山水图扇面2,创作者： 蓝瑛 风格流派： 武林派 所属时期： 明代 题材： 山水画 材质： 纸本 尺寸： 35x65cm,文人山水 蓝瑛作品 山水作品 山峰 树木 房屋 溪水,
875,山水十开9,创作者： 蓝瑛 风格流派： 武林派 所属时期： 明代 题材： 山水画 材质： 绢画 尺寸： 26.4x37.2cm,文人山水 蓝瑛作品 笔墨精致 山峰 树木 高士 瀑布,
876,山水十开8,创作者： 蓝瑛 风格流派： 武林派 所属时期： 明代 题材： 山水画 材质： 绢画 尺寸： 26.4x37.2cm,桃园仙境 文人山水 蓝瑛作品 山峰 树木 高士 小道 云朵 桃园,
877,山水十开6,创作者： 蓝瑛 风格流派： 武林派 所属时期： 明代 题材： 山水画 材质： 绢画 尺寸： 26.4x37.2cm,仿米芾山水 水墨氤氲 文人笔墨 高士 山峰 云朵 房屋,
878,山水人物图,创作者： 蓝瑛 风格流派： 武林派 所属时期： 明代 题材： 山水画 材质： 绢画 尺寸： 40x118.8cm,蓝瑛作品 山水作品 文人笔墨 高士 枯木 山峰 树木,
879,出处图卷全卷,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 历史绘画,人物画 材质： 绢画,水墨 尺寸： 26×106cm",中国文人画 历史人物 诸葛亮 陶渊明 桌案 古筝 书卷,
880,答诸友诗卷行草,创作者： 黄道周 所属时期： 明代 材质： 绢画 尺寸： 25.6 x 270.5 cm 收藏地点： 苏州博物馆,黄道周书法作品 行草 律诗,
881,仿一峰山水,创作者： 蓝瑛 风格流派： 武林派 所属时期： 明代 题材： 山水画 材质： 纸本 尺寸： 74.1x161.7cm 收藏地点： 天津博物馆,文人山水 笔墨精致 蓝瑛作品 山石 树木 房屋 溪水,纸本，水墨，74.1x161.7cm，天津艺术博物馆藏。图绘群山绵延，树木葱郁，山间房屋数座，山脚流水潺潺。蓝瑛在山水画喜用笔方折，山石少皴，平顶，偶用折带、茶叶皴，略加修饰，山头多矾石，敷以淡青绿和浅绛，加以浓墨点缀，用笔极简，画面淡雅。
882,临大痴山水图卷,创作者： 蓝瑛 风格流派： 武林派 所属时期： 明代 题材： 山水画 材质： 绢画 尺寸： 30X535cm,仿黄公望笔法 文人山水 笔墨精致 山峰 树木 河流 瀑布 房屋,纸本，设色，画芯30X535cm，美国芝加哥艺术陈列馆藏。这是一幅山水长卷，山峰连绵不绝，山体峻秀，树木葱笼；河流绕着山脚流过，高山上的瀑布亦汇集于此；山坡平缓处房屋数座，居于此山青水秀之处，是何等清静、惬意！技法上，以疏秀苍劲的笔法绘出群山层次，以简练的笔墨绘出树木的青翠。
883,琵琶行图轴,"创作者： 郭诩 所属时期： 明代 材质： 水墨,纸本 尺寸： 154 x 46.6 cm 收藏地点： 故宫博物院",郭诩作品 琵琶 歌女 发髻 诗人 诗词,纸本，水墨，154x46.6cm，故宫博物院藏。此图取自白居易的《琵琶行》之意，画下方绘二人，诗人盘腿而坐，琵琶女怀抱琵琶低头不语，两人的不期而遇皆在琵琶声中熟识。画面顶端有白居易的《琵琶行》原诗，笔势纵横奔放，枯润纤秾皆在章法之中。郭诩，字仁弘，明代画家。
884,上博画集选纸本9-9,创作者： 郭诩 所属时期： 明代 题材： 人物画 收藏地点： 上海博物馆,郭诩作品 岩石 人 围栏 帽子,郭诩（1456—1532），字仁弘，号清狂，江西泰和人.工书画，遍游名山。 山水、人物，风格豪放，笔法师略，清细柔和，墨气轠然，尤是绘古人清士。题署筸逸，缙绅无不重之。与吴伟齐名，为吴伟、沈周、杜堇所推重。 花鸟杂画，信手拈来，颇有奇趣。草虫书法工写兼备，其画风在明中期 别成一
885,上博画集选纸本9-7,创作者： 郭诩 所属时期： 明代 题材： 人物画 收藏地点： 上海博物馆,郭诩作品 烟雾 羊 人 头巾,
886,上博画集选纸本9-6,创作者： 郭诩 所属时期： 明代 题材： 人物画 收藏地点： 上海博物馆,郭诩作品 老人 罐子 剑 碗 筷子,
887,荷花鸳鸯图,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 184*98cm 收藏地点： 故宫博物院",中国花鸟画 池塘 鸳鸯 荷花 荷叶 蝴蝶 湖石,绢本，设色，184*98cm，故宫博物院藏。图绘画池中情趣，二只鸳鸯在水里徜徉，荷叶伴着荷花高高矗立，花儿争相开放，蝴蝶寻花而来，翩翩起舞。技法上，湖石用笔劲直，设色浓丽明艳，蝴蝶飞舞，静中有动。自古以来鸳鸯代表着忠贞不渝的爱情，有道是只羡鸳鸯不羡仙，此幅为婚庆送礼之佳品。
888,花鸟精品册9,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 28.5×23cm",中国花鸟画 湖石 兰花 树枝 杂草,
889,花鸟精品册8,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 28.5×23cm",中国花鸟画 山石 树枝 花 蝴蝶,
890,花鸟精品册7,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 28.5×23cm",中国花鸟画 树枝 花 鸟 绿叶,
891,花鸟精品册6,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 水墨,纸本 尺寸： 28.5×23cm",中国花鸟画 池塘 湖石 荷花 荷叶,
892,花鸟精品册5,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 28.5×23cm",中国花鸟画 湖石 花 鸟,
893,花鸟精品册4,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 28.5×23cm",中国花鸟画 花 叶 蝴蝶,
894,花鸟精品册3,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 28.5×23cm",中国花鸟画 花 叶 蝴蝶,
895,花鸟精品册2,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 28.5×23cm",中国花鸟画 树枝 叶 虫 湖石,
896,花鸟精品册14,"创作者： 陈洪绶 所属时期： 明代 创作地点： 中国 题材： 书法篆刻 材质： 水墨,纸本 尺寸： 28.5×23cm",中国书法 题记,
897,花鸟精品册12,创作者： 陈洪绶 所属时期： 明代 创作地点： 中国 题材： 书法篆刻 材质： 纸本,印章,
898,花鸟精品册1,"创作者： 陈洪绶 所属时期： 明代 创作地点： 中国 题材： 书法篆刻 材质： 绢画,水墨",中国书法 题记,
899,林亭清话图扇6,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 水墨,纸本 尺寸： 20.3 x55.9cm 收藏地点： 大都会艺术博物馆",中国扇面花鸟画 梅树 梅花,
900,林亭清话图扇5,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 水墨,纸本 尺寸： 20.3 x55.9cm 收藏地点： 大都会艺术博物馆",中国扇面花鸟画 山石 竹,
901,林亭清话图扇3,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 山水画 材质： 水墨,纸本 尺寸： 20.3 x55.9cm 收藏地点： 大都会艺术博物馆",中国扇面花鸟画 山石 水 树木,
902,林亭清话图扇10,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 水墨,纸本 尺寸： 20.3 x55.9cm 收藏地点： 大都会艺术博物馆",中国扇面花鸟画 湖石 兰花 菊花,
903,山水物件花卉册13开9,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 水墨,纸本",中国花鸟画 花瓶 花 叶,
904,山水物件花卉册13开8,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画,山水画 材质： 水墨,纸本",中国山水画 树木 枯树 山石 草丛 鸟,
905,山水物件花卉册13开7,"创作者： 陈洪绶 所属时期： 明代 创作地点： 中国 题材： 书法篆刻 材质： 水墨,纸本",中国书法 题记,
906,山水物件花卉册13开6,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 水墨,纸本",中国花鸟画 花 叶 蝴蝶,
907,山水物件花卉册13开5,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 山水画 材质： 水墨,纸本",中国山水画 山体 亭阁 山路 人物 树木 河流,
908,山水物件花卉册13开4,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 山水画 材质： 水墨,纸本",中国山水画 山石 枯树 竹,
909,山水物件花卉册13开3,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 山水画 材质： 水墨,纸本",中国山水画 山水 人物 小舟 驴 树木,
910,山水物件花卉册13开2,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 山水画 材质： 水墨,纸本",中国山水画 山石 树木,
911,山水物件花卉册13开13,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 人物画,山水画 材质： 水墨,纸本",中国山水画 人物画 人物 桌案 山石 竹,
912,山水物件花卉册13开12,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 人物画 材质： 水墨,纸本",中国文人画 人物 飘带 杖 云雾,
913,山水物件花卉册13开11,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 山水画 材质： 水墨,纸本",中国山水画 山石 树木,
914,山水物件花卉册13开10,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 山水画 材质： 水墨,纸本",中国山水画 山石 树木,
915,山水物件花卉册13开1,"创作者： 陈洪绶 风格流派： 文人画 所属时期： 明代 创作地点： 中国 题材： 人物画 材质： 水墨,纸本",中国文人画 人物 飘带 剑,
916,自书诗卷行草书,创作者： 黄道周 所属时期： 明代 尺寸： 30 x 305 cm,黄道周书法作品 诗歌 行草书,
917,小楷《孝经颂》,创作者： 黄道周 所属时期： 明代 材质： 纸本 尺寸： 30 x 165 cm 收藏地点： 天津博物馆,黄道周书法作品 小楷 书法 《孝经颂》,纸本，小楷，30x165cm，收藏不详。此笔篇书法篆写工整，笔法劲健，字体方整近扁，取法于钟繇，具有古厚奇崛风韵，又有老拙之韵味。黄道周，字幼玄（或幼平），又字螭若等，明末著名的学者、书画家、民族英雄。
918,顾绣十六应真册7,创作者： 佚名 所属时期： 明代 收藏地点： 上海博物馆,草 石头 桌子 书 羽毛,
919,顾绣十六应真册18,创作者： 佚名 所属时期： 明代 创作地点： 中国 题材： 风俗画 材质： 刺绣 尺寸： 28 x 28 cm 收藏地点： 故宫博物院,中国风俗画 人物 宝剑,
920,顾绣十六应真册16,创作者： 佚名 所属时期： 明代 创作地点： 中国 题材： 风俗画 材质： 刺绣 尺寸： 28 x 28 cm 收藏地点： 故宫博物院,中国风俗画 树木 人物 书桌 椅子 草垫 书,
921,顾绣十六应真册13,创作者： 佚名 所属时期： 明代 创作地点： 中国 题材： 风俗画 材质： 刺绣 尺寸： 28 x 28 cm 收藏地点： 故宫博物院,中国风俗画 山石 河流 波浪 人物 书桌 童子 藤草,
922,瑞莲翎毛图,创作者： 佚名 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画 尺寸： 80 x 60 cm,中国花鸟画 树木 鹅 鸭子 荷花 荷叶 鸟 河流,
923,犬戏图,创作者： 佚名 所属时期： 明代 材质： 绢画 尺寸： 22.7 x 32.6 cm 收藏地点： 大都会艺术博物馆,动物图画 岩石 棕榈叶 狗 斑点,绢本，设色，22.7 x 21.6cm，美国大都会博物馆藏。图绘空旷院落里一块形状奇特湖石耸立，湖石后有一棵棕榈叶如扇面，长势茂盛；一只白底黑色圆点皮毛的大狗伏于地上，吐着舌头专注的盯着前方的小狗，另一边二只小狗打闹嬉戏；三只小狗圆滚滚的身体，憨憨的表情，甚是可爱。
924,顾绣《善财五十三参图册》之四十三和四十四,创作者： 佚名 所属时期： 明代 创作地点： 中国 材质： 刺绣 尺寸： 27 x 24 cm x 2 收藏地点： 故宫博物院,中国风俗画 神话故事 山 河流 人物 仙鹤,
925,顾绣《善财五十三参图册》之二十七和二十八,创作者： 佚名 所属时期： 明代 创作地点： 中国 题材： 神话绘画 材质： 刺绣 尺寸： 27 x 24 cm x 2 收藏地点： 故宫博物院,中国风俗画 神话故事 山石 房屋 神仙 龙 河流 水草,
926,顾绣《善财五十三参图册》之一和二,"创作者： 佚名 所属时期： 明代 创作地点： 中国 题材： 风俗画,神话绘画 材质： 刺绣 尺寸： 27 x 24 cm x 2 收藏地点： 故宫博物院",中国风俗画 神话故事 山石 树木 神仙 童子,
